Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type
220060,2022,01/17/2023,Ellington,85 MEADOW BROOK RD,126680,230000,0.5508,Residential,Single Family
220126,2022,04/27/2023,East Windsor,1806 MEADOWVIEW DR,126490,275000,0.4599,Residential,Condo
22305,2022,08/23/2023,Montville,16 GOLDEN RD,36890,80000,0.4611,Vacant Land,
220879,2022,09-08-2023,Meriden,64 WEBB ST,115080,300000,0.3836,Residential,Single Family
220153,2022,06/26/2023,Ellington,260 JOBS HILL RD,269570,443500,0.6078,Residential,Single Family
22023,2022,05/24/2023,Franklin,325 LEBANON RD,110780,10000,11.078,Residential,Single Family
220000,2022,10-03-2022,Durham,47 DIONIGI DR,231350,507000,0.4563,Residential,Single Family
2200037,2022,03/13/2023,Killingworth,39 BRIDLEPATH TRAIL,43470,80000,0.5433,Residential,Single Family
220581,2022,04-03-2023,Fairfield,113 FIELD POINT DRIVE,482510,900000,0.5361,Residential,Condo
220183,2022,02-06-2023,Newington,148 EDDY LN,196380,332100,0.5913,Residential,Single Family
220243,2022,03-03-2023,Litchfield,24 SOUTH ST,550240,940000,0.5853,Residential,Single Family
22182,2022,06-08-2023,Derby,273 DERBY AVE UNIT 808,101710,210000,0.4843,Residential,Condo
220314,2022,01/18/2023,Milford,120 ATWATER ST,322680,599000,0.5386,Residential,Single Family
22102,2022,02/27/2023,Darien,149 FIVE MILE RIVER ROAD,1785210,2700000,0.6612,Residential,Single Family
22075,2022,08-01-2023,Columbia,557 ROUTE 87,182000,368000,0.4945,Residential,Single Family
221416,2022,09/15/2023,Fairfield,384 HALLEY AVENUE,176890,352500,0.5018,Residential,Condo
220046,2022,10/21/2022,New Haven,98 FRONT ST #98,116200,175000,0.664,Residential,Condo
22051,2022,02-08-2023,Burlington,67 NELSON DR,228550,828507,0.2758,Residential,Single Family
2222007,2022,10-05-2022,Ansonia,31 BARTHOLOMEW AVE,181440,305000,0.5948,Residential,Single Family
220510,2022,03/31/2023,Hartford,124 MAPLE AVE,35758,102999,0.3472,Residential,Condo
220328,2022,09-11-2023,New Canaan,180 PARK ST-#D103,905660,1565000,0.5786,Residential,Condo
2200170,2022,01-10-2023,Naugatuck,97 RIDGE RD #2,90370,146000,0.6189,Residential,Condo
220353,2022,04/24/2023,Enfield,6 JOAN DR,148100,205000,0.7224,Residential,Single Family
220090,2022,06/30/2023,Easton,939 BLACK ROCK ROAD,666540,1500000,0.4443,Residential,Single Family
220365,2022,09-08-2023,New London,35 HALL AVE,117040,150000,0.7802,Residential,Single Family
220019,2022,10/31/2022,East Windsor,257-17 SOUTH MAIN ST,18020,29000,0.6214,Residential,Single Family
220185,2022,12/13/2022,Meriden,78 MAPLE ST,109270,200000,0.5463,Residential,Three Family
220224,2022,04/25/2023,New London,281 GARDNER AVE #B3,43260,133000,0.3252,Residential,Condo
22000193,2022,04-05-2023,Cheshire,15 EMPIRE CT,289890,1190491,0.2435,Residential,Single Family
220113,2022,01/19/2023,Avon,149 SECRET LAKE ROAD,184430,508000,0.363,Residential,Single Family
22120,2022,02-03-2023,North Haven,16 NEWBURY CT,1,448955,0,Residential,Condo
220101,2022,11-10-2022,Hartford,61 YALE ST,75963,210000,0.3617,Residential,Single Family
2200340,2022,06/14/2023,New Milford,7 HEARTHSTONE TERR,206360,575000,0.3589,Residential,Single Family
220049,2022,11/23/2022,Bloomfield,65 RESCUE LN,148540,175000,0.8488,Residential,Single Family
2200362,2022,06/27/2023,New Milford,99 WILLOW SPRINGS,107170,244000,0.4392,Residential,Condo
2200019,2022,10/17/2022,East Haven,468 SILVER SANDS RD,184170,208000,0.8854,Residential,Single Family
2200163,2022,01/24/2023,New Milford,24 CANTERBURY ARMS,80360,150000,0.5357,Residential,Condo
221929,2022,05/24/2023,Bridgeport,643 NORTH AVE,810490,699000,1.1594,Industrial,
220070,2022,12-01-2022,Madison,67 BOSTON POST RD UNIT 15,405700,507400,0.7995,Residential,Condo
22103,2022,06/20/2023,Burlington,147 JEROME AVE,176190,320000,0.5505,Residential,Single Family
22044,2022,11-08-2022,Montville,3 EDDY CT,200340,350000,0.5724,Residential,Single Family
220471,2022,04/20/2023,New Haven,193 CONCORD ST,187180,349000,0.5363,Residential,Single Family
220188,2022,05-09-2023,Killingly,255 BREAKNECK HILL,215920,499900,0.4319,Residential,Single Family
220071,2022,12-12-2022,Ledyard,123 WHALEHEAD RD,50050,325000,0.154,Residential,Single Family
2222096,2022,02/14/2023,Ansonia,15 CLARKSON ST,180460,290000,0.6222,Residential,Single Family
220345,2022,09/18/2023,East Lyme,70 LEE FARM,185570,389000,0.477,Residential,Single Family
221972,2022,06-01-2023,Bridgeport,163 LOUISIANA AVE UNIT #163,41070,175000,0.2347,Residential,Condo
220228,2022,07/21/2023,Brookfield,11B VALE RD,384290,690000,0.5569,Residential,Single Family
2200265,2022,05-12-2023,East Haven,120 WILLIAM ST,145600,330000,0.4412,Residential,Single Family
220012,2022,10-06-2022,East Hartford,22 MITCHELL CT,113280,219000,0.5172,Residential,Single Family
220916,2022,08/22/2023,Hamden,900 MIX AVE U20,100660,270000,0.3728,Residential,Condo
220794,2022,08-03-2023,Meriden,312 RIVERSIDE DR,43610,90000,0.4845,Vacant Land,
22063,2022,02/22/2023,Middlebury,32 RIDGEWOOD DR,280500,460000,0.6097,Residential,Single Family
220227,2022,08/16/2023,Colchester,48 BROAD MEADOW RD,396900,755000,0.5256,Residential,Single Family
220172,2022,12-06-2022,Hamden,15 FIELD CREST LA,125230,285000,0.4394,Residential,Single Family
220168,2022,09/21/2023,North Branford,37 BAILEY DR,210800,340000,0.62,Residential,Single Family
22000222,2022,05-01-2023,Cheshire,20 SIERRA CT,80520,799310,0.1007,Residential,Single Family
220406,2022,03/13/2023,Meriden,42 ANTONIO AVE,165340,662555,0.2495,Residential,Three Family
220653,2022,09-11-2023,Enfield,6 CAROL ST,154200,250000,0.6168,Residential,Single Family
220750,2022,06-12-2023,Milford,25 WAYNE RD,218980,450000,0.4866,Residential,Single Family
220030,2022,10/17/2022,East Hartford,24 HERBERT DR,162060,319900,0.5065,Residential,Single Family
2200128,2022,06/21/2023,New Fairfield,15 OAK TREE LN,266200,695000,0.383,Residential,Single Family
221402,2022,09-08-2023,Fairfield,132 BROOKLAWN TERRACE,336070,840000,0.4,Residential,Single Family
220309,2022,11/18/2022,Branford,7 KELSEY'S ISLAND,19200,4750,4.0421,Residential,Single Family
220540,2022,05-01-2023,Hamden,85 WEST HELEN ST,116690,260000,0.4488,Residential,Single Family
220060,2022,11/17/2022,Killingly,13 CONRADS PARK,5040,50000,0.1008,Residential,Single Family
220328,2022,04-06-2023,Enfield,38 FIELD RD,179300,226600,0.7913,Residential,Single Family
22275,2022,08/21/2023,Darien,25 RAYMOND ST,568680,1525000,0.3729,Residential,Single Family
2200304,2022,04/19/2023,Naugatuck,31 DAMSON LA,119000,250000,0.476,Residential,Single Family
2200451,2022,09/22/2023,East Haven,405 NORTH HIGH ST,176190,285000,0.6182,Residential,Single Family
220154,2022,06/15/2023,East Windsor,11C RIVERVIEW DR,86070,180000,0.4781,Residential,Condo
220138,2022,07/31/2023,Brooklyn,98 WINDHAM RD,166300,389900,0.4265,Residential,Single Family
220011,2022,10-11-2022,Avon,11 SKY VIEW DRIVE,1158405,2500000,0.4633,Residential,Single Family
22039,2022,07-12-2023,Chaplin,SCOTLAND RD,145500,5000,29.1,Vacant Land,
220366,2022,06-12-2023,Groton,150 OCEAN VEIW AVE,270550,495000,0.5465,Residential,Single Family
220242,2022,06/28/2023,East Lyme,93 FLANDERS RD,151480,310000,0.4886,Residential,Single Family
2200074,2022,11/17/2022,New Milford,1 TUCCIOS CT,578190,924600,0.6253,Residential,Single Family
221705,2022,03/17/2023,Manchester,132 BALDWIN ROAD,216700,330190,0.6562,Residential,Single Family
2200055,2022,11/16/2022,East Haven,2 OLD TOWN HWY #1,255710,605000,0.4227,Residential,Condo
220924,2022,04-06-2023,Bridgeport,109 LOUISIANA AVE,57760,175010,0.33,Residential,Condo
220021,2022,10-12-2022,Groton,240 HEATHER GLEN LN,246260,436000,0.5648,Residential,Single Family
2200020,2022,04-06-2023,Hampton,JOHN MACK RD,36960,50000,0.7392,Vacant Land,
2200271,2022,03-07-2023,East Hartford,66 WOODYCREST DR,150210,270000,0.5563,Residential,Single Family
220200,2022,01-10-2023,Enfield,17 FRANCIS AVE,144400,245000,0.5893,Residential,Single Family
220965,2022,04/19/2023,Bridgeport,427 CHOPSEY HILL RD,213468,700000,0.305,Residential,Single Family
220255,2022,01/19/2023,Greenwich,100 SILO CIRCLE,437990,801000,0.5468,Residential,Condo
220206,2022,11-07-2022,Bridgeport,145 LENOX AVE #147,171310,450000,0.3806,Residential,Three Family
220235,2022,01-11-2023,Greenwich,150 ZACCHEUS MEAD LANE,2463930,4800000,0.5133,Residential,Single Family
220131,2022,11/22/2022,Hartford,3455 MAN ST,14000,24500,0.5714,Vacant Land,
220113,2022,11/30/2022,Enfield,45 ELM MEADOWS,112000,224000,0.5,Residential,Condo
22000068,2022,11/21/2022,Cheshire,75 LEWIS RD,157170,360000,0.4365,Residential,Single Family
220357,2022,12/16/2022,Branford,117 FLAX MILL RD,271700,685000,0.3966,Residential,Single Family
220927,2022,09-08-2023,New Haven,194 BEACON AV,202230,250000,0.8089,Residential,Two Family
221374,2022,08/28/2023,Fairfield,441 PEQUOT AVENUE,683690,1865000,0.3665,Residential,Condo
222392,2022,09-08-2023,Bridgeport,860 WOOD AVE UNIT #4,20830,50000,0.4166,Residential,Condo
220684,2022,06/29/2023,Meriden,3 PASCO PLACE,115500,239900,0.4814,Residential,Condo
220077,2022,12/22/2022,East Hampton,16 HAYES RD,122350,140000,0.8739,Residential,Single Family
22064,2022,11/22/2022,Montville,99 OXOBOXO CROSS RD,151900,285000,0.5329,Residential,Single Family
220105,2022,03/13/2023,East Windsor,96 DEPOT ST,255290,380000,0.6718,Residential,Single Family
220633,2022,05-10-2023,Milford,63 MILFORD POINT RD,499870,85000,5.8808,Residential,Single Family
220128,2022,04-10-2023,East Hampton,71 SILLIMANVILLE RD,165150,190000,0.8692,Residential,Single Family
220877,2022,08/24/2023,New Haven,361 WILLOW ST,538230,875000,0.6151,Residential,Two Family
221055,2022,05-09-2023,Bridgeport,535 MIDLAND ST#537,236980,375000,0.6319,Residential,Three Family
220499,2022,09-06-2023,Groton,1754 GOLD STAR HWY,40250,35000,1.15,Vacant Land,
220002,2022,10-03-2022,Groton,678 COW HILL RD,305270,491000,0.6217,Residential,Single Family
220054,2022,03/24/2023,Easton,105 ROCK HOUSE ROAD,558880,800000,0.6986,Residential,Single Family
2200041,2022,11-01-2022,New Milford,58 TOWN FARM RD,268870,490000,0.5487,Residential,Single Family
2200114,2022,12/29/2022,East Haven,16 MIAMI ST,141330,250000,0.5653,Residential,Single Family
220986,2022,09/29/2023,New Haven,85 HYDE ST,172550,286770,0.6017,Residential,Single Family
220005,2022,10-03-2022,Bridgeport,21 PEARL HARBOR PL,97380,75000,1.2984,Residential,Single Family
220008,2022,10-04-2022,East Lyme,22 PARKER DR.,227290,325000,0.6993,Residential,Single Family
220326,2022,02/14/2023,New Haven,44 KOSSUTH ST,237860,375000,0.6342,Residential,Three Family
220051,2022,07/19/2023,Kent,SOUTH KENT RD,292800,525000,0.5577,Vacant Land,
22125,2022,08/22/2023,Beacon Falls,5 GENDRON DRIVE,0,156550,0,Residential,Single Family
220128,2022,03-02-2023,Ledyard,65 WHALEHEAD RD,164570,325000,0.5063,Residential,Single Family
220219,2022,12/16/2022,Hartford,356 FRANKLIN AVE  00A3,19331,45000,0.4295,Residential,Condo
220173,2022,08-02-2023,Ellington,9 OLD COUNTRY LN,256630,570000,0.4502,Residential,Single Family
220747,2022,06/28/2023,Hartford,100 RETREAT AVE UNIT 300,29680,22500,1.3191,Commercial,
22177,2022,05/31/2023,Derby,120 EMMETT AVE,117740,260000,0.4528,Residential,Single Family
22041,2022,11-02-2022,Montville,67 PARK AVE EXT,125370,235000,0.5334,Residential,Single Family
20598,2002,04/14/2003,Fairfield,897 CONGRESS ST,248500,250000,0.994,,
220259,2022,12/28/2022,Hartford,202 BURNHAM ST,71737,250000,0.2869,Residential,Single Family
220240,2022,04-03-2023,Newington,85 PATRIOT LN,223550,406500,0.5499,Residential,Single Family
220457,2022,03/15/2023,Hartford,506 & 510 NEW BRITAIN AVE,314370,370000,0.8496,Commercial,
220181,2022,12/13/2022,New Haven,95 WEYBOSSET ST,437990,580000,0.7551,Apartments,
221107,2022,09/22/2023,Milford,171-172 THIRD AVE,390070,625000,0.6241,Residential,Single Family
220417,2022,03/30/2023,New Haven,44 ROBERTSON ST,132930,91547,1.452,Residential,Single Family
22098,2022,06/26/2023,Beacon Falls,557 SKOKORAT ROAD,165370,311600,0.5307,Residential,Single Family
221964,2022,05/31/2023,Bridgeport,42 BROADBRIDGE RD,156586,239175,0.6546,Residential,Single Family
220475,2022,03/27/2023,Branford,28 GREAT OAKS,138200,310000,0.4458,Residential,Condo
2200182,2022,03-06-2023,East Haven,230 THOMPSON ST #304,90230,241000,0.3743,Residential,Condo
220668,2022,06/22/2023,Meriden,9 VALLEY VIEW DR,142030,365000,0.3891,Residential,Single Family
220821,2022,03/17/2023,Bridgeport,83 LOUISIANA AVE,46080,160000,0.288,Residential,Condo
220233,2022,06-06-2023,Griswold,18 VICTORIA ST,115710,260000,0.445,Residential,Single Family
220125,2022,12-05-2022,Enfield,51 VARNO LA,136800,237000,0.5772,Residential,Single Family
222126,2022,07-05-2023,Bridgeport,240 VALLEY AVE,156760,295900,0.5297,Residential,Single Family
221964,2022,07/26/2023,Manchester,241 VERNON STREET,170500,349000,0.4885,Residential,Single Family
2200189,2022,01/30/2023,Naugatuck,0 BURRITT PL,3150,25000,0.126,Vacant Land,
22158,2022,05-09-2023,Darien,36 KENSETT LANE,1360170,2075000,0.6555,Residential,Condo
22067,2022,03/30/2023,Burlington,65 CORNWALL RD,158970,110000,1.4452,Industrial,
220187,2022,05-09-2023,Avon,15 CHURCHILL PLACE,362760,736000,0.4929,Residential,Single Family
220313,2022,05/30/2023,New Milford,106 MALLET LN,145330,340000,0.4274,Residential,Single Family
2200536,2022,08-03-2023,East Hartford,37 KIRKWOOD DR,226900,420000,0.5402,Residential,Single Family
220117,2022,10/20/2022,Bridgeport,305 LINCOLN BLVD,152190,375000,0.4058,Residential,Condo
22044,2022,04-03-2023,Lebanon,62 PARK RD,93650,292500,0.3202,Residential,Single Family
222121,2022,07-05-2023,Bridgeport,55 UP ST,166510,245344,0.6786,Residential,Single Family
220222,2022,12/22/2022,Hamden,38 URSINI DR,130060,280000,0.4645,Residential,Single Family
2200145,2022,12/28/2022,Naugatuck,132 AETNA ST,111790,179000,0.6245,Residential,Single Family
22195,2022,06/26/2023,Derby,90 MARSHALL LN,128380,210000,0.6113,Residential,Single Family
2200400,2022,05/25/2023,East Hartford,235 EAST RIVER DR #403,149660,290000,0.516,Residential,Single Family
220099,2022,06-09-2023,Essex,63 SOUTH MAIN ST SX,1050500,1075000,0.9772,Commercial,
220004,2022,10-11-2022,Litchfield,56 BANTAM TERR,224390,479900,0.4675,Residential,Single Family
22000401,2022,09/18/2023,Cheshire,325 OREGON RD,418940,970000,0.4318,Residential,Single Family
2200509,2022,07/26/2023,East Hartford,67 SUNSET RIDGE DR,239510,330000,0.7257,Residential,Single Family
220100,2022,10/18/2022,Bridgeport,204 ELLSWORTH ST,196388,325000,0.6042,Residential,Single Family
20090,2002,12/23/2002,Ledyard,138 IRON ST,101780,140000,0.727,,
220515,2022,02/24/2023,Hartford,223 GARDEN ST,62108,212000,0.2929,Residential,Single Family
220584,2022,05/31/2023,New Haven,201 BISHOP ST,523810,725000,0.7224,Residential,Single Family
22000108,2022,12/22/2022,Cheshire,1169 LONG HILL RD,172330,365000,0.4721,Residential,Single Family
220586,2022,06-05-2023,Greenwich,1341 KING STREET,1473640,284400,5.1815,Residential,Single Family
22000351,2022,08/16/2023,Cheshire,1147 KING RD,136790,330000,0.4145,Residential,Single Family
222438,2022,09/18/2023,Bridgeport,130 READ ST,104790,200000,0.5239,Residential,Single Family
220305,2022,11/29/2022,Bridgeport,218 INFIELD ST,175380,230000,0.7625,Residential,Single Family
2200435,2022,08/17/2023,New Milford,127 WASHINGTON RIDGE RD,497710,980000,0.5079,Residential,Single Family
223426,2022,07/25/2023,Newington,131 OLD FARM DR,136910,352000,0.3889,Residential,Single Family
222367,2022,09-01-2023,Bridgeport,4 HOWARD CT,105310,270000,0.39,Residential,Single Family
220171,2022,05-11-2023,Brookfield,23 HEARTHSTONE DR,154120,315000,0.4893,Residential,Condo
220134,2022,11/22/2022,Meriden,35 ROBIN HILL RD,183960,310000,0.5934,Residential,Single Family
220040,2022,10/24/2022,Enfield,38 BROAD LEAF LA,126700,255000,0.4969,Residential,Single Family
220160,2022,06/29/2023,Clinton,7 SILVER BIRCH LN,282100,504100,0.5596,Residential,Single Family
220152,2022,10/26/2022,Bridgeport,47A ENID ST UNIT #7,46470,142000,0.3272,Residential,Condo
220241,2022,07-06-2023,Killingly,1021 HIGH ST,91350,153000,0.597,Residential,Single Family
220364,2022,12-05-2022,Bridgeport,48 SCOEFIELD AVE,209040,485000,0.431,Residential,Three Family
22180,2022,03/29/2023,Montville,25 MILLWOOD DR,0,249995,0,Residential,Single Family
220299,2022,01/31/2023,New Haven,186 PINE ST,135240,170000,0.7955,Residential,Two Family
220738,2022,06-09-2023,Milford,39 EDGEFIELD AVE,170140,207000,0.8219,Residential,Single Family
22019,2022,11-03-2022,Columbia,127 LAKE ROAD,146440,274900,0.5327,Residential,Single Family
220399,2022,02/24/2023,Milford,3 KENDALL GREEN DR,165380,245000,0.675,Residential,Condo
220146,2022,11/28/2022,Hamden,59 WHITING ST,107240,300000,0.3575,Residential,Single Family
220077,2022,12/15/2022,New Canaan,350 INDIAN ROCK RD,1400000,2200000,0.6363,Residential,Single Family
220453,2022,03/28/2023,Hamden,25 ROSE ST,123550,290000,0.426,Residential,Single Family
220418,2022,05/25/2023,Enfield,8 OAKWOOD ST,149800,245000,0.6114,Residential,Single Family
220394,2022,03-09-2023,Meriden,69 SPRINGDALE AVE,106190,150000,0.7079,Residential,Two Family
2222128,2022,04-11-2023,Ansonia,20 SCOTLAND ST,145810,220000,0.6627,Residential,Two Family
220856,2022,08-07-2023,Hartford,46 SOMERS ST,56595,180000,0.3144,Residential,Single Family
220308,2022,07-06-2023,New London,148 WILLIAMS ST,150990,204000,0.7401,Residential,Three Family
22055,2022,12/21/2022,Derby,12 ORANGEWOOD WEST,92120,130000,0.7086,Residential,Condo
220159,2022,04-06-2023,Madison,63 LIBERTY ST,525100,1125000,0.4667,Residential,Single Family
223264,2022,04/27/2023,Newington,93 AUGUSTA DR,147320,310000,0.4752,Residential,Single Family
221283,2022,07/31/2023,Fairfield,38 BEAUMONT STREET,592970,1175000,0.5046,Residential,Condo
220443,2022,03/27/2023,Meriden,523 BLACKSTONE VLG,65450,123500,0.5299,Residential,Condo
220384,2022,12-09-2022,Bridgeport,768 SHELTON ST #770,137270,460000,0.2984,Residential,Two Family
220001,2022,10-03-2022,New Haven,43 FIFTH ST,129570,250000,0.5182,Residential,Single Family
220010,2022,02/22/2023,Hartland,MBL1617002 OLD TOWN RD,35220,35220,1,Vacant Land,
221061,2022,08/31/2023,Milford,194 ORONOQUE RD,334650,579000,0.5779,Residential,Single Family
22003,2022,10/25/2022,Ashford,KIDDER BROOK RD,8820,90740,0.0972,Vacant Land,
2200423,2022,07-12-2023,Naugatuck,31 FAWN MEADOW DR,278250,450000,0.6183,Residential,Single Family
2200172,2022,05-01-2023,Bloomfield,5 LONGVIEW DR,138670,210100,0.66,Residential,Single Family
220732,2022,06/23/2023,Hartford,30-32 ADELAIDE ST,89964,350000,0.257,Residential,Three Family
22034,2022,05/17/2023,Marlborough,79 CHAPMAN RD,255020,450000,0.5667,Residential,Single Family
222173,2022,07/17/2023,Bridgeport,87 AMERIDGE DR,82240,260000,0.3163,Residential,Condo
220266,2022,08-01-2023,Ledyard,25 COACHMAN PIKE,229950,477000,0.482,Residential,Single Family
220897,2022,08/30/2023,New Haven,133 DIVISION ST,176260,299000,0.5894,Residential,Single Family
220231,2022,06/26/2023,Killingly,1410 NORTH RD,97860,155000,0.6313,Vacant Land,
223460,2022,08-09-2023,Newington,292 WALSH AVE,155540,320000,0.486,Residential,Single Family
220290,2022,08/16/2023,East Windsor,259 SCANTIC RD,98680,280000,0.3524,Residential,Single Family
220696,2022,06-06-2023,Hartford,83 MORRIS ST UNIT D,33332,125000,0.2666,Residential,Condo
2200175,2022,09/13/2023,New Fairfield,12 FLAK LN,136900,341000,0.4014,Residential,Single Family
222092,2022,09/18/2023,Manchester,315 BROAD STREET,268200,1931938,0.1388,Industrial,
2200362,2022,05/30/2023,Naugatuck,295 HIGH ST,107030,133000,0.8047,Residential,Two Family
221615,2022,01/24/2023,Manchester,56 ELWOOD ROAD,162500,325000,0.5,Residential,Single Family
2200447,2022,06/20/2023,East Hartford,585 GOODWIN ST,152720,135000,1.1312,Residential,Single Family
22019,2022,11/17/2022,Canterbury,318 BINGHAM RD,146400,48000,3.05,Residential,Single Family
220178,2022,12-08-2022,Hamden,155 FOOTE ST,152320,320000,0.476,Residential,Single Family
221019,2022,05-01-2023,Fairfield,841 STILLSON ROAD,776360,1635000,0.4748,Residential,Single Family
220895,2022,08/29/2023,New Haven,204 BARNES AV,110810,90000,1.2312,Residential,Single Family
220340,2022,12-07-2022,Branford,220 SHORE DR,321600,500000,0.6432,Residential,Single Family
220312,2022,02-06-2023,New Haven,233 COLUMBUS AV,218470,362500,0.6026,Residential,Three Family
22028,2022,02-02-2023,Chester,4 TURKEY HILL RD,174890,450000,0.3886,Residential,Single Family
220222,2022,08-11-2023,Colchester,9 OLD ROD RD,337200,590000,0.5715,Residential,Single Family
220198,2022,02-07-2023,Groton,1042 POQUONNOCK RD LOT 15,12390,2000,6.195,Residential,Single Family
220230,2022,06/23/2023,New Canaan,17 TURTLE BACK LA-W,1350160,2895000,0.4663,Residential,Single Family
220077,2022,11-03-2022,Branford,26 FIR TREE DR NORTH,342400,640000,0.535,Residential,Single Family
2200592,2022,09-05-2023,East Hartford,191 WOODMONT DR,219440,335000,0.655,Residential,Single Family
220037,2022,02/27/2023,East Granby,7 COBBLESTONE ROAD,115900,65000,1.783,Residential,Single Family
221151,2022,06/22/2023,Fairfield,1163 UNQUOWA ROAD,698980,1099000,0.636,Residential,Single Family
200055,2020,01/25/2021,Washington,136 OLD LITCHFIELD RD,1030330,2285000,0.4509,Residential,Single Family
220080,2022,03-02-2023,Ellington,5 ARDSLEY LN,164820,314900,0.5234,Residential,Condo
220722,2022,06/16/2023,Hartford,90 BRAINARD RD,418180,760000,0.5502,Commercial,
2200292,2022,09/19/2023,Bloomfield,80 TUNXIS AVE,116390,200000,0.5819,Residential,Single Family
22045,2022,04-05-2023,Deep River,69 GLEN GROVE RD,184940,236150,0.7831,Residential,Single Family
220379,2022,03/13/2023,New Haven,95 CRANSTON ST,116620,211000,0.5527,Residential,Single Family
220704,2022,06/23/2023,Hamden,2790 WHITNEY AVE,126070,121000,1.0419,Residential,Two Family
220139,2022,04-05-2023,Brookfield,16 JUNCTION RD,267420,400000,0.6685,Residential,Single Family
220692,2022,06/30/2023,Greenwich,20 MACKENZIE GLEN,779240,6450000,0.1208,Residential,Single Family
220047,2022,10/19/2022,Fairfield,32 ARISING STREET,173390,200000,0.8669,Residential,Single Family
220051,2022,11/14/2022,Avon,11 BLANCHARD ROAD,137000,269900,0.5075,Residential,Single Family
220067,2022,03/21/2023,Essex,19 MAPLE AVE,248600,620000,0.4009,Residential,Single Family
22105,2022,03/30/2023,Monroe,91 GREENWOOD LN,286800,500000,0.5736,Residential,Single Family
2200447,2022,09/19/2023,East Haven,127 SHORT BEACH RD,118580,255000,0.465,Residential,Single Family
220294,2022,09/27/2023,Brookfield,13 BONNY RD,486480,835000,0.5826,Residential,Single Family
220616,2022,05-03-2023,Hartford,178 ROOSEVELT ST,232050,550000,0.4219,Apartments,
220142,2022,12/23/2022,Groton,347 GODFREY RD,110530,235000,0.4703,Residential,Single Family
220442,2022,03-09-2023,Hartford,120 ANDOVER ST,54097,210000,0.2576,Residential,Single Family
220032,2022,11/30/2022,Canton,6 WHIRLING DUN,145770,220000,0.6625,Residential,Condo
2200218,2022,03-10-2023,New Milford,7 TALL OAKS,260680,650000,0.401,Residential,Condo
2200326,2022,06/30/2023,East Haven,157 SHORT BEACH RD,187250,424000,0.4416,Residential,Single Family
220145,2022,03/20/2023,Harwinton,PLYMOUTH RD,82110,160000,0.5131,Vacant Land,
220324,2022,02-01-2023,Hamden,577 WOODIN ST,103460,265000,0.3904,Residential,Single Family
220512,2022,04/19/2023,Hamden,17 RALSTON RD,140350,155000,0.9055,Residential,Single Family
220114,2022,11/17/2022,New Haven,270 ROSEWOOD AV,90370,193000,0.4682,Residential,Condo
2200290,2022,05-12-2023,New Milford,35 BEL AIR,41090,152000,0.2703,Residential,Condo
221732,2022,03/31/2023,Manchester,141 TANNER STREET,141100,249900,0.5646,Residential,Single Family
220944,2022,09/18/2023,Greenwich,COGNEWAUGH ROAD 0445,1145690,268500,4.267,Residential,Single Family
220679,2022,09/27/2023,Enfield,8 PHEASANT HILL DR,157600,293000,0.5378,Residential,Condo
22000147,2022,02-10-2023,Cheshire,820 MOSS FARM RD,182850,401000,0.4559,Residential,Single Family
220034,2022,10/28/2022,Colchester,14 WEST RIDGE DR,276000,520000,0.5307,Residential,Single Family
220283,2022,08-02-2023,Madison,261 COUNTY RD,274200,162500,1.6874,Residential,Single Family
220082,2022,11/18/2022,East Hartford,184 WOODYCREST DR,119160,235000,0.507,Residential,Single Family
220409,2022,12/15/2022,Bridgeport,57 RIVERVIEW DR UNIT #57,92200,245000,0.3763,Residential,Condo
221880,2022,06/20/2023,Manchester,195H OAKLAND STREET,87300,103000,0.8475,Residential,Condo
220138,2022,12/20/2022,Newington,123 COTTONWOOD RD,97190,199000,0.4883,Residential,Condo
220977,2022,08/21/2023,Milford,19 DALE DR,199200,395000,0.5043,Residential,Single Family
220607,2022,07/14/2023,Branford,70 TODDS HILL RD,175000,375000,0.4666,Residential,Single Family
22032,2022,08-10-2023,Franklin,8 OLD ROUTE 32,110380,50000,2.2076,Vacant Land,
22009,2022,11/23/2022,Bolton,200 HEBRON RD,210700,337263,0.6247,Residential,Single Family
220252,2022,09-05-2023,East Hampton,85 NORTH MAIN ST UNIT 7B,70620,150000,0.4708,Residential,Condo
220108,2022,11/17/2022,Greenwich,137 DOUBLING ROAD,1112370,3627000,0.3066,Vacant Land,
22106,2022,03-06-2023,Darien,7 GLENWOOD DRIVE,420490,489000,0.8598,Residential,Single Family
221673,2022,03-02-2023,Manchester,38 HAMILTON DRIVE,233800,410000,0.5702,Residential,Single Family
220266,2022,07/19/2023,New Canaan,77 LOCUST AVE-#124,257040,429000,0.5991,Residential,Single Family
220823,2022,08-07-2023,Greenwich,GLENVILLE ROAD 0181,831880,18212375,0.0456,Vacant Land,
220017,2022,10/14/2022,Brookfield,34 WHISCONIER VILLAGE,133920,280000,0.4782,Residential,Condo
220010,2022,10-04-2022,Greenwich,4 OLD CLUBHOUSE ROAD,1375640,2750500,0.5001,Residential,Single Family
22210,2022,04/28/2023,Montville,105 FITCH HILL RD,171780,286000,0.6006,Residential,Single Family
221372,2022,10/14/2022,Manchester,387 MIDDLE TURNPIKE EAST,138900,223500,0.6214,Residential,Single Family
220552,2022,01/18/2023,Bridgeport,2073 & 2075 FAIRFIELD AVE,447160,655000,0.6826,Commercial,
